player,team,game_id,prop_type,line,over_odds,under_odds,sportsbook,player_id,player_position,player_jersey,opponent,game_date,game_time,event_status,home_team,away_team,market_id,market_name,participant_id,consensus_line,consensus_over_odds,consensus_under_odds,opening_line,opening_odds,opening_book,opening_time,expert_over_picks,expert_under_picks,system_over_picks,system_under_picks,last_5_over,last_5_under,season_over,season_under,h2h_over,h2h_under,projected_value,projected_probability,projected_ev,bet_rating,line_diff,opp_rank,opp_value,timestamp,url
Michael Porter,DEN,23664,ast,14.5,-110,-110,fd,,F,1,,,,closed,,,156,,3471,14.5,-120,-106,14.5,-125,12,2023-10-28 21:12:39,0,0,101,101,1,4,48,41,3,2,17.9,0.67988723840756,0.2979665460507964,5,3.4,9,110.7,,
Jalen Johnson,ATL,23665,ast,12.5,104,-128,fd,,F,1,,,,closed,,,156,,5353,11.5,-120,-110,10.5,-125,12,2023-10-29 16:12:12,0,0,156,156,3,2,39,14,1,0,9.1,0.7007711909711,0.24824868391727184,5,-3.4,21,116.1,,
Dillon Brooks,HOU,23666,ast,11.5,-106,-114,fd,,G,9,,,,closed,,,156,,3352,11.5,-106,-121,11.5,-105,12,2023-10-28 22:12:28,0,0,130,130,3,2,38,33,5,2,14.8,0.69750565793648,0.35552986353693283,5,3.3,19,115.2,,
Bogdan Bogdanovic,ATL,23665,ast,10.5,-105,-115,fd,,G,13,,,,closed,,,156,,2902,10.5,-108,-120,10.5,-105,12,2023-10-29 16:12:11,0,0,156,156,3,0,66,9,4,0,13.6,0.68335812602835,0.33417538891249277,5,3.1,21,116.1,,
Andrew Wiggins,GSW,23666,ast,14.5,-106,-114,fd,,F,22,,,,closed,,,156,,2945,14.5,-115,-114,16.5,-114,10,2023-10-29 17:12:07,0,0,130,130,4,1,25,40,2,3,17.5,0.66101165895959,0.2846075636384485,5,3.0,14,113.2,,
Shaedon Sharpe,POR,23667,ast,20.5,100,-122,fd,,G,17,,,,closed,,,156,,5527,19.5,-110,-115,20.5,-104,10,2023-10-29 04:11:36,2,2,104,104,0,3,7,19,1,1,17.5,0.64766935763563,0.17854588028778584,4,-3.0,10,111.2,,
D'Angelo Russell,LAL,23668,ast,14.5,-112,-108,fd,,G,1,,,,closed,,,156,,3013,14.5,-110,-120,14.5,-110,12,2023-10-28 23:12:22,5,5,90,90,2,3,43,28,3,3,17.3,0.64563392091813,0.22209277888074608,5,2.8,18,114.5,,
Aaron Gordon,DEN,23664,ast,13.5,-120,-102,fd,,F,32,,,,closed,,,156,,2850,13.5,-120,-103,13.5,-125,12,2023-10-28 21:12:37,0,0,101,101,2,3,48,35,5,1,16.1,0.65518423285484,0.20117109356720664,5,2.6,9,110.7,,
Gabe Vincent,LAL,23668,ast,7.5,-118,-104,fd,,G,7,,,,closed,,,156,,3635,7.5,-115,-115,6.5,-111,10,2023-10-29 08:11:46,5,5,90,90,0,4,2,9,1,2,10.1,0.67537611121633,0.2477287478403385,5,2.6,18,114.5,,
Malik Beasley,MIL,23665,ast,10.5,-106,-114,fd,,G,5,,,,closed,,,156,,3185,10.5,-120,-114,10.5,-115,12,2023-10-28 21:12:43,0,0,156,156,1,3,37,46,3,2,13.0,0.63628763056002,0.2365589801449446,5,2.5,29,120.6,,
Jerami Grant,POR,23667,ast,17.5,-110,-110,fd,,F,9,,,,closed,,,156,,2868,17.5,-115,-115,17.5,-113,10,2023-10-29 04:11:33,2,2,104,104,2,3,34,20,3,1,19.8,0.63078322544051,0.2042225212955191,5,2.3,10,111.2,,
Bobby Portis,MIL,23665,ast,10.5,104,-128,fd,,F,9,,,,closed,,,156,,3027,10.5,100,-128,10.5,100,12,2023-10-29 16:12:12,0,0,156,156,4,1,56,24,5,1,12.7,0.63716727250773,0.29982123591576915,5,2.2,29,120.6,,
Stephen Curry,GSW,23666,ast,30.5,100,-122,fd,,G,30,,,,closed,,,156,,2135,30.5,-105,-125,30.5,-111,10,2023-10-29 16:11:41,0,0,130,130,1,4,23,52,2,4,28.3,0.60970677752216,0.10946643122884847,4,-2.2,14,113.2,,
Kelly Oubre,PHI,23667,ast,14.5,-115,-105,fd,,F,9,,,,closed,,,156,,3030,14.5,-119,-110,14.5,-112,10,2023-10-29 23:12:15,2,2,104,104,3,2,37,29,3,1,12.3,0.68739579640468,0.34205845964723225,5,-2.2,20,115.4,,
Klay Thompson,GSW,23666,ast,18.5,-114,-106,fd,,G,31,,,,closed,,,156,,2142,18.5,-130,100,21.5,-108,10,2023-10-29 17:12:07,0,0,130,130,4,1,34,44,6,0,20.6,0.6243333020123,0.17199409325115955,4,2.1,14,113.2,,
Kentavious Caldwell-Pope,DEN,23664,ast,10.5,-105,-115,fd,,G,3,,,,closed,,,156,,2802,10.5,-110,-115,10.5,-110,12,2023-10-28 21:12:38,0,0,101,101,2,3,35,50,4,2,12.5,0.62351819552283,0.21734504840171576,5,2.0,9,110.7,,
Scoot Henderson,POR,23667,ast,13.5,100,-122,fd,,G,0,,,,closed,,,156,,5446,13.5,-103,-125,14.5,-111,10,2023-10-29 04:11:34,2,2,104,104,5,0,27,21,1,1,15.5,0.61246175014124,0.2249235002824801,5,2.0,10,111.2,,
Harrison Barnes,SAC,23668,ast,13.5,-106,-114,fd,,F,40,,,,closed,,,156,,2765,12.5,-125,-105,12.5,100,12,2023-10-28 23:12:21,5,5,90,90,4,1,31,48,5,2,15.5,0.66660809211233,0.29548365070886773,5,2.0,22,116.8,,
Domantas Sabonis,SAC,23668,ast,18.5,-114,-106,fd,,F,11,,,,closed,,,156,,3176,18.5,-114,-115,18.5,-110,12,2023-10-28 23:12:22,5,5,90,90,2,3,40,42,3,3,20.5,0.59909010504369,0.12460774104692673,4,2.0,22,116.8,,
Tre Jones,SAS,23669,ast,8.5,-105,-115,fd,,G,33,,,,closed,,,156,,5093,8.5,-105,-125,8.5,-105,12,2023-10-29 16:12:15,0,0,139,139,4,1,36,24,1,4,10.5,0.64547953924402,0.2602219575716581,5,2.0,11,112.0,,
Chris Paul,GSW,23666,ast,10.5,-118,-104,fd,,G,3,,,,closed,,,156,,2307,10.5,-113,-120,14.5,-105,10,2023-10-29 17:12:10,0,0,130,130,1,4,20,27,2,3,12.4,0.61358967129161,0.1335809181489066,4,1.9,14,113.2,,
Reggie Jackson,DEN,23664,ast,8.5,-102,-120,fd,,G,0,,,,closed,,,156,,2335,8.5,-108,-120,8.5,-105,12,2023-10-29 16:12:09,0,0,101,101,0,5,29,42,3,1,10.3,0.60566102911871,0.19944635178411196,4,1.8,9,110.7,,
Jabari Smith,HOU,23666,ast,13.5,-106,-114,fd,,F,10,,,,closed,,,156,,5482,13.5,-110,-115,13.5,-110,12,2023-10-28 22:12:27,0,0,130,130,2,3,40,34,5,2,15.3,0.5901755516054,0.14694493991238122,4,1.8,19,115.2,,
Harrison Barnes,SAC,23668,pra,3.5,-144,118,fd,,F,40,,,,closed,,,157,,2765,3.5,-144,105,3.5,-130,12,2023-10-28 23:12:24,0,0,50,50,5,0,37,42,2,5,5.0,0.73497408470264,0.24537275463502894,5,1.5,19,44.2,,
Damian Lillard,MIL,23665,ast,30.5,-112,-108,fd,,G,0,,,,closed,,,156,,2761,30.5,-115,-115,31.5,-110,12,2023-10-28 21:12:43,0,0,156,156,2,3,19,58,2,2,29.1,0.59969351679163,0.15496529159869477,4,-1.4,29,120.6,,
Alperen Sengun,HOU,23666,ast,15.5,-120,-102,fd,,C,28,,,,closed,,,156,,5384,15.5,-115,-115,15.5,-110,12,2023-10-28 22:12:27,0,0,130,130,4,1,48,14,2,2,14.1,0.62231167561333,0.23242116150875158,5,-1.4,19,115.2,,
Robert Williams,POR,23667,ast,6.5,-115,-105,fd,,C,35,,,,closed,,,156,,3546,7.5,-110,-120,6.5,-120,12,2023-10-29 16:12:17,2,2,104,104,1,4,1,4,2,7,7.9,0.55188078597445,0.031777121604406544,3,1.4,10,111.2,,
Aaron Gordon,DEN,23664,pra,5.5,-134,110,fd,,F,32,,,,closed,,,157,,2850,5.5,-145,110,5.5,-150,12,2023-10-28 21:12:39,0,0,33,33,3,2,49,34,5,1,6.9,0.68633808928586,0.19853069323053174,4,1.4,25,45.0,,
Anthony Davis,LAL,23668,pra,12.5,-120,-102,fd,,F,3,,,,closed,,,157,,2746,12.5,-130,-102,12.5,105,12,2023-10-28 23:12:24,0,0,50,50,4,1,47,35,2,3,11.1,0.67770558330912,0.3421228218474729,5,-1.4,10,42.5,,
Stephen Curry,GSW,23666,pts,4.5,-160,130,fd,,G,30,,,,closed,,,151,,2135,5.5,108,-145,4.5,-162,10,2023-10-29 16:11:41,3,3,38,38,2,3,34,41,4,2,5.8,0.52168531284182,-0.1522613666320426,1,1.3,3,24.4,,
Chris Paul,GSW,23666,pts,6.5,-134,110,fd,,G,3,,,,closed,,,151,,2307,6.5,-130,-103,8.5,-130,10,2023-10-29 17:12:09,3,3,38,38,1,4,20,27,4,1,7.8,0.66159312547805,0.15531933852137103,4,1.3,3,24.4,,
Giannis Antetokounmpo,MIL,23665,ast,27.5,-106,-114,fd,,F,34,,,,closed,,,156,,2803,26.5,-125,100,27.5,-110,12,2023-10-28 21:12:43,0,0,156,156,3,2,49,24,4,3,28.8,0.61240194710405,0.19013963305126713,4,1.3,29,120.6,,
Trae Young,ATL,23665,ast,25.5,-114,-106,fd,,G,11,,,,closed,,,156,,3473,25.5,-114,-110,26.5,-105,12,2023-10-28 21:12:41,0,0,156,156,0,3,26,27,2,2,24.2,0.60527017915215,0.17627978212587636,4,-1.3,21,116.1,,
Keegan Murray,SAC,23668,ast,14.5,100,-122,fd,,F,13,,,,closed,,,156,,5502,13.5,-120,-110,14.5,100,12,2023-10-28 23:12:24,5,5,90,90,3,2,41,36,3,4,15.8,0.62950451007466,0.25900902014932004,5,1.3,22,116.8,,
Robert Williams,POR,23667,pra,5.5,-138,112,fd,,C,35,,,,closed,,,157,,3546,5.5,-145,110,5.5,-145,12,2023-10-29 16:12:18,1,1,33,33,3,2,3,2,5,4,6.8,0.67302286992812,0.160720601760091,4,1.3,23,44.6,,
Domantas Sabonis,SAC,23668,pts,6.5,-120,-102,fd,,F,11,,,,closed,,,151,,3176,6.5,-120,-110,6.5,-115,12,2023-10-28 23:12:23,0,0,86,86,4,1,57,25,4,2,7.7,0.64863068924434,0.18915626361462334,4,1.2,26,28.2,,
Fred VanVleet,HOU,23666,ast,18.5,-108,-112,fd,,G,5,,,,closed,,,156,,3247,18.5,-110,-115,18.5,-115,12,2023-10-28 22:12:27,0,0,130,130,3,2,30,42,2,3,19.7,0.55118135353452,0.061534458659075586,3,1.2,19,115.2,,
Jabari Smith,HOU,23666,pra,8.5,114,-140,fd,,F,10,,,,closed,,,157,,5482,8.5,114,-148,8.5,110,12,2023-10-28 22:12:27,0,0,35,35,1,4,34,40,3,4,7.3,0.68922443493453,0.1815276027449086,4,-1.2,13,43.0,,
Keegan Murray,SAC,23668,pra,6.5,104,-128,fd,,F,13,,,,closed,,,157,,5502,6.5,-105,-127,6.5,100,12,2023-10-28 23:12:24,0,0,50,50,3,2,22,54,2,5,5.3,0.71713379501317,0.277394572367209,5,-1.2,19,44.2,,
Chris Paul,GSW,23666,3pm,0.5,-215,164,fd,,G,3,,,,closed,,,162,,2307,0.5,-210,155,1.5,126,10,2023-10-29 17:12:07,0,0,55,55,4,1,36,11,3,2,1.7,0.81731647594726,0.19746367406226462,4,1.2,8,12.3,,
Nikola Jokic,DEN,23664,pts,8.5,-138,112,fd,,C,15,,,,closed,,,151,,2918,8.5,-142,110,8.5,-135,12,2023-10-28 21:12:40,1,1,63,63,2,3,47,44,4,2,9.6,0.62039403694952,0.06995493328975189,3,1.1,14,26.5,,
Devin Vassell,SAS,23669,ast,17.5,-108,-114,fd,,G,24,,,,closed,,,156,,5135,17.5,-115,-114,17.5,-115,12,2023-10-29 00:13:11,0,0,139,139,4,1,36,27,1,1,16.4,0.5944032832286,0.11580967202561754,4,-1.1,11,112.0,,
Jalen Johnson,ATL,23665,pra,6.5,-110,-112,fd,,F,1,,,,closed,,,157,,5353,6.5,-110,-120,6.5,-115,12,2023-10-29 16:12:10,0,0,38,38,3,2,38,15,1,0,5.4,0.70167130412665,0.32816353995401615,5,-1.1,18,44.0,,
Andrew Wiggins,GSW,23666,3pm,1.5,-118,-108,fd,,F,22,,,,closed,,,162,,2945,1.5,116,-160,1.5,-111,10,2023-10-29 17:11:59,0,0,55,55,3,2,25,41,3,2,2.6,0.7326151184284,0.3534753882829762,5,1.1,8,12.3,,
Ivica Zubac,LAC,23669,reb,0.5,-178,138,fd,,C,40,,,,closed,,,152,,3190,0.5,-210,155,0.5,-234,13,2023-10-29 00:13:35,0,0,8,8,2,3,48,24,5,2,1.5,0.77686983985157,0.21331357010526103,5,1.0,8,4.6,,
Luguentz Dort,OKC,23664,ast,12.5,-110,-110,fd,,G,5,,,,closed,,,156,,4691,12.5,-115,-111,12.5,-120,12,2023-10-28 21:12:39,0,0,101,101,1,4,27,60,4,4,13.5,0.54371997824296,0.03801086755474187,3,1.0,6,108.8,,
Malcolm Brogdon,POR,23667,ast,14.5,-122,100,fd,,G,15,,,,closed,,,156,,3242,14.5,-120,-108,14.5,-125,12,2023-10-29 16:12:19,2,2,104,104,3,2,18,10,10,3,13.5,0.59130956390739,0.18261912781477996,4,-1.0,10,111.2,,
De'Aaron Fox,SAC,23668,ast,25.5,-118,-104,fd,,G,5,,,,closed,,,156,,3315,25.5,-115,-110,25.5,-110,12,2023-10-28 23:12:21,5,5,90,90,2,3,40,35,6,2,26.5,0.52833230838858,-0.02392844721431825,2,1.0,22,116.8,,
Shai Gilgeous-Alexander,OKC,23664,pra,5.5,108,-132,fd,,G,2,,,,closed,,,157,,3485,5.5,110,-145,5.5,115,12,2023-10-28 21:12:40,0,0,33,33,4,1,45,38,3,5,4.5,0.70293043486083,0.23545349157357987,5,-1.0,8,42.4,,
Dejounte Murray,ATL,23665,pra,4.5,-104,-118,fd,,G,5,,,,closed,,,157,,3199,4.5,-110,-120,4.5,-105,12,2023-10-28 21:12:40,0,0,38,38,2,1,48,29,4,3,5.5,0.64248199757208,0.26025314908369546,5,1.0,18,44.0,,
Bogdan Bogdanovic,ATL,23665,3pm,1.5,-210,162,fd,,G,13,,,,closed,,,162,,2902,1.5,-194,145,1.5,-180,12,2023-10-29 16:12:10,0,0,54,54,2,1,64,11,4,0,2.5,0.71270250481635,0.05208464996699286,3,1.0,13,12.7,,
Klay Thompson,GSW,23666,3pm,3.5,-174,136,fd,,G,31,,,,closed,,,162,,2142,3.5,-150,118,4.5,102,10,2023-10-29 17:11:59,0,0,55,55,3,2,35,43,6,0,4.5,0.65770404416541,0.035694874145530575,3,1.0,8,12.3,,
D'Angelo Russell,LAL,23668,3pm,1.5,-180,140,fd,,G,1,,,,closed,,,162,,3013,1.5,-185,145,1.5,-195,12,2023-10-28 23:12:22,0,0,70,70,3,2,53,19,4,2,2.5,0.71270250481635,0.10864834082543334,4,1.0,21,13.2,,
Josh Giddey,OKC,23664,pts,5.5,-120,-102,fd,,G,3,,,,closed,,,151,,5360,5.5,-120,-110,5.5,-110,12,2023-10-28 21:12:40,1,1,63,63,0,5,26,61,2,6,6.4,0.6162563382042,0.12980328670770003,4,0.9,8,25.5,,
Trae Young,ATL,23665,pts,9.5,104,-128,fd,,G,11,,,,closed,,,151,,3473,8.5,-135,102,9.5,100,12,2023-10-28 21:12:44,0,0,115,115,2,1,43,10,3,1,8.6,0.52310504503289,0.06713429186709563,3,-0.9,19,26.7,,
Scoot Henderson,POR,23667,pts,5.5,-138,112,fd,,G,0,,,,closed,,,151,,5446,5.5,-140,110,5.5,-120,10,2023-10-29 04:11:33,1,1,75,75,5,0,21,27,0,2,6.4,0.6162563382042,0.06281890212028696,3,0.9,10,25.9,,
Jamal Murray,DEN,23664,ast,21.5,-115,-105,fd,,G,27,,,,closed,,,156,,3171,21.5,-120,-110,21.5,-125,12,2023-10-28 21:12:39,0,0,101,101,2,3,31,37,1,4,22.4,0.5332109907576,-0.0031272781488347334,2,0.9,9,110.7,,
Onyeka Okongwu,ATL,23665,ast,7.5,-105,-115,fd,,C,17,,,,closed,,,156,,5098,7.5,-120,-110,7.5,-120,12,2023-10-29 16:12:11,0,0,156,156,5,0,29,18,2,2,8.4,0.58092405152781,0.1341850529828671,4,0.9,21,116.1,,
Tobias Harris,PHI,23667,ast,14.5,-118,-104,fd,,F,12,,,,closed,,,156,,2252,14.5,-105,-125,15.5,-118,10,2023-10-29 04:11:33,2,2,104,104,1,4,42,31,1,3,15.4,0.54237800470527,0.0020203815741428044,2,0.9,20,115.4,,
Anthony Davis,LAL,23668,ast,24.5,-104,-118,fd,,F,3,,,,closed,,,156,,2746,23.5,-120,-110,23.5,-105,12,2023-10-28 23:12:22,5,5,90,90,4,1,49,33,2,3,25.4,0.58654578976079,0.15053212606924193,4,0.9,18,114.5,,
Malik Monk,SAC,23668,ast,11.5,-115,-105,fd,,G,0,,,,closed,,,156,,3313,11.5,-120,-110,11.5,-115,12,2023-10-29 16:12:14,5,5,90,90,1,4,40,23,2,2,12.4,0.53646611948815,0.0029583973039326583,2,0.9,22,116.8,,
Jamal Murray,DEN,23664,pra,3.5,-152,124,fd,,G,27,,,,closed,,,157,,3171,3.5,-160,125,3.5,-155,12,2023-10-28 21:12:40,0,0,33,33,2,3,34,34,1,4,4.4,0.64055222721123,0.06196816616598655,3,0.9,25,45.0,,
Kevin Huerter,SAC,23668,pra,2.5,-144,118,fd,,G,9,,,,closed,,,157,,3502,2.5,-169,130,2.5,-170,12,2023-10-29 16:12:12,0,0,50,50,2,3,32,24,5,1,3.4,0.66026011180388,0.11877407833435222,4,0.9,19,44.2,,
Stephen Curry,GSW,23666,3pm,4.5,-142,112,fd,,G,30,,,,closed,,,162,,2135,4.5,-140,108,4.5,-140,10,2023-10-29 16:11:41,0,0,55,55,4,1,39,36,5,1,5.4,0.62668922871786,0.06801967147691634,3,0.9,8,12.3,,
Fred VanVleet,HOU,23666,3pm,2.5,-184,142,fd,,G,5,,,,closed,,,162,,3247,2.5,-169,130,3.5,130,12,2023-10-28 22:12:28,0,0,55,55,2,3,41,31,2,3,3.4,0.66026011180388,0.019097129088597398,3,0.9,22,13.3,,
Tyrese Maxey,PHI,23667,3pm,3.5,104,-132,fd,,G,0,,,,closed,,,162,,5146,3.5,-101,-132,3.5,-108,10,2023-10-29 04:11:35,0,0,37,37,2,3,26,50,1,2,2.6,0.73600164438524,0.2935786477073914,5,-0.9,5,11.7,,
LeBron James,LAL,23668,3pm,1.5,-106,-120,fd,,F,23,,,,closed,,,162,,2239,1.5,-105,-125,1.5,100,12,2023-10-28 23:12:23,0,0,70,70,3,2,45,29,4,3,2.4,0.691558958816,0.34397307090656615,5,0.9,21,13.2,,
Kevin Huerter,SAC,23668,3pm,1.5,-160,124,fd,,G,9,,,,closed,,,162,,3502,1.5,-145,110,1.5,-140,12,2023-10-29 16:12:12,0,0,70,70,1,4,33,23,5,1,2.4,0.691558958816,0.12378330807600008,4,0.9,28,14.0,,
Jalen Green,HOU,23666,pts,2.5,-142,116,fd,,G,4,,,,closed,,,151,,5252,3.5,115,-145,3.5,110,12,2023-10-28 22:12:28,3,3,38,38,2,3,38,43,2,4,3.3,0.58033819747481,0.2535305065455895,5,0.8,18,26.7,,
D'Angelo Russell,LAL,23668,pts,5.5,-132,108,fd,,G,1,,,,closed,,,151,,3013,5.5,-120,100,5.5,-125,12,2023-10-28 23:12:22,0,0,86,86,2,3,40,32,4,2,6.3,0.60122826992714,0.05670423199315505,3,0.8,20,26.8,,
Keldon Johnson,SAS,23669,pts,3.5,-114,-106,fd,,F,0,,,,closed,,,151,,4489,3.5,-130,-103,3.5,-130,12,2023-10-29 00:13:09,1,1,62,62,2,3,22,45,2,5,2.7,0.71409217561621,0.3877640394050873,5,-0.8,11,26.0,,
Bones Hyland,LAC,23669,pts,2.5,-122,100,fd,,G,5,,,,closed,,,151,,5350,2.5,100,-125,2.5,-105,12,2023-10-29 20:12:58,1,1,62,62,1,0,5,3,0,2,3.3,0.64057353367492,0.16563380717895282,4,0.8,24,28.0,,
Shai Gilgeous-Alexander,OKC,23664,ast,29.5,-106,-114,fd,,G,2,,,,closed,,,156,,3485,29.5,-115,-114,29.5,-115,12,2023-10-28 21:12:37,0,0,101,101,5,0,56,28,5,3,28.7,0.55649301093503,0.04464477491312646,3,-0.8,6,108.8,,
